Region,District,City,Address,Polling station number,Polling station code,Total number of voters,Number of voters who received a ballot,Number of voters who took part in the vote,Number of voters who took part in early voting,Number of voters who took part in the vote at the place of residence,Number of voters who took part in the vote on election day,Dmitriev,Konopackaya,Lukashenko,Tsikhanouskaya,Cherechen,Against all,Number of ballots declared invalid,Number of ballots received by the precinct commission,Number of spoiled ballots,Number of unused ballots
Могилевская,Бобруйск - Первомайский,Бобруйск,"ул.Ульяновская, 35А, ГУО «Детская школа искусств № 2 г.Бобруйска имени В.В.Оловникова»",77,06-012-0077,1626,1262,1262,408,50,804,12,15,618,507,19,67,24,1726,,464
Могилевская,Бобруйск - Первомайский,Бобруйск,"ул.Ульяновская, 27, ГУО «Средняя школа № 30 г. Бобруйска»",78,06-012-0078,1133,973,971,501,35,435,3,4,824,90,5,45,,,,
Могилевская,Бобруйск - Первомайский,Бобруйск,"ул.Ульяновская, 27А, ГУО «Гимназия № 1 г.Бобруйска»",80,06-012-0080,1334,862,862,115,103,644,15,17,280,480,14,56,,,,
Могилевская,Бобруйск - Первомайский,Бобруйск,"ул.Ульяновская, 27А, ГУО «Гимназия № 1 г.Бобруйска»",81,06-012-0081,2018,1396,1396,180,122,1094,28,21,432,680,20,215,,,,
Могилевская,Бобруйск - Первомайский,Бобруйск,"ул.50 лет ВЛКСМ, 25, общежитие КУП «ЖРЭУ Первомайского района г.Бобруйска»",82,06-012-0082,988,849,849,269,62,518,12,29,521,242,6,39,,,,
Могилевская,Бобруйск - Первомайский,Бобруйск,"ул.50 лет ВЛКСМ, 13, общежитие КУП «ЖРЭУ Первомайского района г.Бобруйска»",83,06-012-0083,1011,814,814,533,7,274,6,4,606,161,6,31,,,,
Могилевская,Бобруйск - Первомайский,Бобруйск,"ул.Лынькова, 23, ГУО «Средняя школа № 20 г. Бобруйска»",84,06-012-0084,1988,1579,1579,516,18,1045,19,15,1065,405,11,64,,,,
Могилевская,Бобруйск - Первомайский,Бобруйск,"ул.Лынькова, 23, ГУО «Средняя школа № 20 г. Бобруйска»",85,06-012-0085,1681,1357,1354,453,54,847,8,13,926,351,3,53,,,,
Могилевская,Бобруйск - Первомайский,Бобруйск,"ул.Гоголя, 194А, ГУО «Ясли-сад № 82 г. Бобруйска»",87,06-012-0087,2384,1870,1864,357,115,1392,52,28,1485,154,47,98,,,,
Могилевская,Бобруйск - Первомайский,Бобруйск,"ул.Черняховского, 27, ГУО «Средняя школа № 25 г. Бобруйска»",91,06-012-0091,2123,1799,1791,828,45,918,28,20,1506,197,10,30,,,,
Могилевская,Бобруйск - Ленинский,Бобруйск,"ул.Социалистическая, д.160, ГУО «Средняя школа №1 г.Бобруйска».",10,06-013-0010,2525,2113,2113,1016,24,1073,21,75,1230,708,21,58,,,,
Могилевская,Бобруйск - Ленинский,Бобруйск,"ул.Минская, д.83-а, ГУО «Средняя школа №26 г.Бобруйска».",14,06-013-0014,1360,1277,1277,353,45,879,24,15,792,363,19,64,,,,
Могилевская,Бобруйск - Ленинский,Бобруйск,"ул.Октябрьская, д.149-а, ГУКДП «Межрайонный домостроительный комбинат».",17,06-013-0017,1781,1518,1515,381,13,985,34,17,787,536,5,136,,,,
Могилевская,Бобруйск - Ленинский,Бобруйск,"ул.Пушкина, д.245, ГУО «Средняя школа №27 г.Бобруйска».",20,06-013-0020,1799,1487,1487,293,295,894,26,33,648,623,36,121,,,,
Могилевская,Бобруйск - Ленинский,Бобруйск,"общежитие КУП «Жилищное ремонтноэксплуатационное управление Ленинского района г.Бобруйска», б-р Молодежный, д.5.",21,06-013-0021,1790,1651,1651,610,32,1009,50,20,532,815,57,156,21,1860,,209
Могилевская,Бобруйск - Ленинский,Бобруйск,"ул.Социалистическая, д.119, ГУО «Гимназия №3 г.Бобруйска».",38,06-013-0038,1659,1463,1463,734,15,714,14,8,844,512,13,66,6,1660,,196
Могилевская,Бобруйск - Ленинский,Бобруйск,"ул.Семенова, д.34, ГУО «Средняя школа №17 г.Бобруйска».",48,06-013-0048,1529,1447,1447,570,69,808,14,12,950,383,21,67,,,,
Могилевская,Могилев - Октябрьский,Могилев,"ул. Автозаводская, д. 1, Дом культуры филиала ОАО «БЕЛАЗ» - управляющая компания холдинга «БЕЛАЗ- ХОЛДИНГ» - «Могилевский автомобильный завод имени С.М. Кирова».",88,06-023-0088,1838,1586,1581,801,40,740,18,31,1347,51,19,115,,,,
Могилевская,Могилев - Октябрьский,Могилев,"ул. Ярославская, д. 12, ГУДО «Центр туризма, экскурсий и краеведения детей и молодежи «Криница» г. Могилева».",91,06-023-0091,1711,1471,1464,657,71,736,16,25,1079,34,13,162,135,1800,,329
Могилевская,Могилев - Октябрьский,Могилев,"ул. Мовчанского, д. 33, ГУО «Средняя школа № 39 г. Могилева».",95,06-023-0095,2541,2332,2329,1132,19,1178,18,39,1984,47,21,220,,,,
